Date,Close
23/09/2016 15:30:00,31420
30/09/2016 15:30:00,31960
07/10/2016 15:30:00,34120
14/10/2016 15:30:00,31540
21/10/2016 15:30:00,31780
28/10/2016 15:30:00,32280
04/11/2016 15:30:00,32540
11/11/2016 15:30:00,31960
18/11/2016 15:30:00,31720
25/11/2016 15:30:00,33000
02/12/2016 15:30:00,34540
09/12/2016 15:30:00,35600
16/12/2016 15:30:00,35860
23/12/2016 15:30:00,35640
29/12/2016 15:30:00,36040
06/01/2017 15:30:00,36200
13/01/2017 15:30:00,37460
20/01/2017 15:30:00,37200
26/01/2017 15:30:00,39900
03/02/2017 15:30:00,39460
10/02/2017 15:30:00,38360
17/02/2017 15:30:00,37860
24/02/2017 15:30:00,38220
03/03/2017 15:30:00,39620
10/03/2017 15:30:00,40180
17/03/2017 15:30:00,42400
24/03/2017 15:30:00,41500
31/03/2017 15:30:00,41200
07/04/2017 15:30:00,41600
14/04/2017 15:30:00,42020
21/04/2017 15:30:00,40760
28/04/2017 15:30:00,44620
04/05/2017 15:30:00,45520
12/05/2017 15:30:00,45820
19/05/2017 15:30:00,44720
26/05/2017 15:30:00,46080
02/06/2017 15:30:00,45960
09/06/2017 15:30:00,46100
16/06/2017 15:30:00,45580
23/06/2017 15:30:00,47620
30/06/2017 15:30:00,47540
07/07/2017 15:30:00,47860
14/07/2017 15:30:00,50480
21/07/2017 15:30:00,51080
28/07/2017 15:30:00,47760
04/08/2017 15:30:00,47700
11/08/2017 15:30:00,44620
18/08/2017 15:30:00,46900
25/08/2017 15:30:00,47020
01/09/2017 15:30:00,46480
08/09/2017 15:30:00,49080
15/09/2017 15:30:00,50400
22/09/2017 15:30:00,53000
29/09/2017 15:30:00,51280
13/10/2017 15:30:00,54000
20/10/2017 15:30:00,53840
27/10/2017 15:30:00,53080
03/11/2017 15:30:00,56380
10/11/2017 15:30:00,56400
17/11/2017 15:30:00,55820
24/11/2017 15:30:00,55460
01/12/2017 15:30:00,50840
08/12/2017 15:30:00,52000
15/12/2017 15:30:00,50620
22/12/2017 15:30:00,49700
28/12/2017 15:30:00,50960
05/01/2018 15:30:00,52120
12/01/2018 15:30:00,48200
19/01/2018 15:30:00,49320
26/01/2018 15:30:00,50780
02/02/2018 15:30:00,47700
09/02/2018 15:30:00,44700
14/02/2018 15:30:00,49000
23/02/2018 15:30:00,47220
02/03/2018 15:30:00,46020
09/03/2018 15:30:00,49740
16/03/2018 15:30:00,51140
23/03/2018 15:30:00,49720
30/03/2018 15:30:00,49220
06/04/2018 15:30:00,48400
13/04/2018 15:30:00,49800
20/04/2018 15:30:00,51620
27/04/2018 15:30:00,53000
04/05/2018 15:30:00,51900
11/05/2018 15:30:00,51300
18/05/2018 15:30:00,49500
25/05/2018 15:30:00,52700
08/06/2018 15:30:00,49650
15/06/2018 15:30:00,47650
22/06/2018 15:30:00,47250
29/06/2018 15:30:00,46650
06/07/2018 15:30:00,44900
13/07/2018 15:30:00,46500
20/07/2018 15:30:00,47450
27/07/2018 15:30:00,46900
03/08/2018 15:30:00,45750
10/08/2018 15:30:00,45400
17/08/2018 15:30:00,44100
24/08/2018 15:30:00,46150
31/08/2018 15:30:00,48450
07/09/2018 15:30:00,44900
14/09/2018 15:30:00,45850
21/09/2018 15:30:00,47400
28/09/2018 15:30:00,46450
05/10/2018 15:30:00,44700
12/10/2018 15:30:00,44000
19/10/2018 15:30:00,43900
26/10/2018 15:30:00,41000
02/11/2018 15:30:00,44150
09/11/2018 15:30:00,44300
16/11/2018 15:30:00,44000
23/11/2018 15:30:00,42400
30/11/2018 15:30:00,41850
07/12/2018 15:30:00,40950
14/12/2018 15:30:00,38950
21/12/2018 15:30:00,38650
28/12/2018 15:30:00,38700
04/01/2019 15:30:00,37450
11/01/2019 15:30:00,40500
18/01/2019 15:30:00,42300
25/01/2019 15:30:00,44750
01/02/2019 15:30:00,46350
08/02/2019 15:30:00,44800
15/02/2019 15:30:00,46050
22/02/2019 15:30:00,47150
28/02/2019 15:30:00,45100
08/03/2019 15:30:00,43800
15/03/2019 15:30:00,44200
22/03/2019 15:30:00,46550
29/03/2019 15:30:00,44650
05/04/2019 15:30:00,46850
12/04/2019 15:30:00,46850
19/04/2019 15:30:00,45300
26/04/2019 15:30:00,44850
03/05/2019 15:30:00,45300
10/05/2019 15:30:00,42900
17/05/2019 15:30:00,41200
24/05/2019 15:30:00,42700
31/05/2019 15:30:00,42500
07/06/2019 15:30:00,44200
14/06/2019 15:30:00,44000
21/06/2019 15:30:00,45700
28/06/2019 15:30:00,47000
05/07/2019 15:30:00,45650
12/07/2019 15:30:00,46300
19/07/2019 15:30:00,46800
26/07/2019 15:30:00,47150
02/08/2019 15:30:00,44950
09/08/2019 15:30:00,43150
16/08/2019 15:30:00,43900
23/08/2019 15:30:00,43950
30/08/2019 15:30:00,44000
06/09/2019 15:30:00,46300
11/09/2019 15:30:00,47150
20/09/2019 15:30:00,49200
27/09/2019 15:30:00,48400
04/10/2019 15:30:00,48000
11/10/2019 15:30:00,49150
18/10/2019 15:30:00,49900
25/10/2019 15:30:00,50900
01/11/2019 15:30:00,51200
08/11/2019 15:30:00,52100
15/11/2019 15:30:00,53700
22/11/2019 15:30:00,51600
29/11/2019 15:30:00,50300
06/12/2019 15:30:00,50400
13/12/2019 15:30:00,54700
20/12/2019 15:30:00,56000
27/12/2019 15:30:00,56500
03/01/2020 15:30:00,55500
10/01/2020 15:30:00,59500
17/01/2020 15:30:00,61300
23/01/2020 15:30:00,60800
31/01/2020 15:30:00,56400
07/02/2020 15:30:00,60400
14/02/2020 15:30:00,61800
21/02/2020 15:30:00,59200
28/02/2020 15:30:00,54200
06/03/2020 15:30:00,56500
13/03/2020 15:30:00,49950
20/03/2020 15:30:00,45400
27/03/2020 15:30:00,48300
03/04/2020 15:30:00,47000
10/04/2020 15:30:00,49250
17/04/2020 15:30:00,51400
24/04/2020 15:30:00,49350
29/04/2020 15:30:00,50000
08/05/2020 15:30:00,48800
15/05/2020 15:30:00,47850
22/05/2020 15:30:00,48750
29/05/2020 15:30:00,50700
05/06/2020 15:30:00,55500
12/06/2020 15:30:00,52300
19/06/2020 15:30:00,52900
26/06/2020 15:30:00,53300
03/07/2020 15:30:00,53600
10/07/2020 15:30:00,52700
17/07/2020 15:30:00,54400
24/07/2020 15:30:00,54200
31/07/2020 15:30:00,57900
07/08/2020 15:30:00,57500
14/08/2020 15:30:00,58000
21/08/2020 15:30:00,55900
28/08/2020 15:30:00,55400
04/09/2020 15:30:00,55600
11/09/2020 15:30:00,59000
18/09/2020 15:30:00,59300
25/09/2020 15:30:00,57900
29/09/2020 15:30:00,58200
08/10/2020 15:30:00,59700
16/10/2020 15:30:00,59500
23/10/2020 15:30:00,60200
30/10/2020 15:30:00,56600
06/11/2020 15:30:00,60100
13/11/2020 15:30:00,63200
20/11/2020 15:30:00,64700
27/11/2020 15:30:00,68200
04/12/2020 15:30:00,71500
11/12/2020 15:30:00,73400
18/12/2020 15:30:00,73000
24/12/2020 15:30:00,77800
30/12/2020 15:30:00,81000
08/01/2021 15:30:00,88800
15/01/2021 15:30:00,88000
22/01/2021 15:30:00,86800
29/01/2021 15:30:00,82000
05/02/2021 15:30:00,83500
10/02/2021 15:30:00,81600
19/02/2021 15:30:00,82600
26/02/2021 15:30:00,82500
05/03/2021 15:30:00,82100
12/03/2021 15:30:00,82800
26/03/2021 15:30:00,81500
02/04/2021 15:30:00,84800
09/04/2021 15:30:00,83600
16/04/2021 15:30:00,83900
23/04/2021 15:30:00,82800
30/04/2021 15:30:00,81500
07/05/2021 15:30:00,81900
14/05/2021 15:30:00,80100
21/05/2021 15:30:00,80100
28/05/2021 15:30:00,80100
04/06/2021 15:30:00,82200
11/06/2021 15:30:00,81000
18/06/2021 15:30:00,80500
25/06/2021 15:30:00,81600
02/07/2021 15:30:00,80000
09/07/2021 15:30:00,79400
16/07/2021 15:30:00,79800
23/07/2021 15:30:00,79300
30/07/2021 15:30:00,78500
06/08/2021 15:30:00,81500
13/08/2021 15:30:00,74400
20/08/2021 15:30:00,72700
27/08/2021 15:30:00,74300
03/09/2021 15:30:00,76600
10/09/2021 15:30:00,75300
17/09/2021 15:30:00,77200
24/09/2021 15:30:00,77300
01/10/2021 15:30:00,73200
08/10/2021 15:30:00,71500
15/10/2021 15:30:00,70100
22/10/2021 15:30:00,70400
29/10/2021 15:30:00,69800
05/11/2021 15:30:00,70200
12/11/2021 15:30:00,70600
19/11/2021 15:30:00,71200
26/11/2021 15:30:00,72300
03/12/2021 15:30:00,75600
10/12/2021 15:30:00,76900
17/12/2021 15:30:00,78000
24/12/2021 15:30:00,80500
30/12/2021 15:30:00,78300
07/01/2022 15:30:00,78300
14/01/2022 15:30:00,77300
21/01/2022 15:30:00,75600
28/01/2022 15:30:00,73300
04/02/2022 15:30:00,74000
11/02/2022 15:30:00,74900
18/02/2022 15:30:00,74300
25/02/2022 15:30:00,71900
04/03/2022 15:30:00,71500
11/03/2022 15:30:00,70000
18/03/2022 15:30:00,70700
25/03/2022 15:30:00,69800
01/04/2022 15:30:00,69100
08/04/2022 15:30:00,67800
15/04/2022 15:30:00,66600
22/04/2022 15:30:00,67000
29/04/2022 15:30:00,67400
06/05/2022 15:30:00,66500
13/05/2022 15:30:00,66500
20/05/2022 15:30:00,68000
27/05/2022 15:30:00,66500
03/06/2022 15:30:00,66800
10/06/2022 15:30:00,63800
17/06/2022 15:30:00,59800
24/06/2022 15:30:00,58400
01/07/2022 15:30:00,56200
08/07/2022 15:30:00,58700
15/07/2022 15:30:00,60000
22/07/2022 15:30:00,61300
29/07/2022 15:30:00,61400
05/08/2022 15:30:00,61500
12/08/2022 15:30:00,60200
19/08/2022 15:30:00,60900
26/08/2022 15:30:00,60000
02/09/2022 15:30:00,57500
08/09/2022 15:30:00,55600
16/09/2022 15:30:00,56200
23/09/2022 15:30:00,54500
30/09/2022 15:30:00,53100
07/10/2022 15:30:00,56200
14/10/2022 15:30:00,56300
21/10/2022 15:30:00,55900
28/10/2022 15:30:00,57300
04/11/2022 15:30:00,59400
11/11/2022 15:30:00,62900
18/11/2022 15:30:00,61800
25/11/2022 15:30:00,61000
02/12/2022 15:30:00,60400
09/12/2022 15:30:00,60400
16/12/2022 15:30:00,59500
23/12/2022 15:30:00,58100
29/12/2022 15:30:00,55300
06/01/2023 15:30:00,59000
13/01/2023 15:30:00,60800
20/01/2023 15:30:00,61800
27/01/2023 15:30:00,64600
03/02/2023 15:30:00,63800
10/02/2023 15:30:00,62800
17/02/2023 15:30:00,62600
24/02/2023 15:30:00,61300
03/03/2023 15:30:00,60500
10/03/2023 15:30:00,59500
17/03/2023 15:30:00,61300
24/03/2023 15:30:00,63000
31/03/2023 15:30:00,64000
07/04/2023 15:30:00,65000
14/04/2023 15:30:00,65100
21/04/2023 15:30:00,65700
28/04/2023 15:30:00,65500
04/05/2023 15:30:00,65100
12/05/2023 15:30:00,64100
19/05/2023 15:30:00,68400
26/05/2023 15:30:00,70300
02/06/2023 15:30:00,72200
09/06/2023 15:30:00,72000
16/06/2023 15:30:00,71800
23/06/2023 15:30:00,71600
30/06/2023 15:30:00,72200
07/07/2023 15:30:00,69900
14/07/2023 15:30:00,73400
21/07/2023 15:30:00,70300
28/07/2023 15:30:00,70600
04/08/2023 15:30:00,68300
11/08/2023 15:30:00,67500
18/08/2023 15:30:00,66300
25/08/2023 15:30:00,67100
01/09/2023 15:30:00,71000
